x,y,z
-0.0584961,0.16543,1.03705
0.0259766,0.15873,1.02416
0.087207,0.155625,0.812461
0.135313,0.0985352,0.652969
0.157168,0.0454688,0.597051
0.168281,-0.00226562,0.550898
0.152012,-0.0672852,0.575352
0.11998,-0.108594,0.688945
0.0592773,-0.0995703,0.819434
0.00115234,-0.0818164,0.958496
-0.0520898,-0.0516797,1.10709
-0.107207,-0.0125195,1.21986
-0.155156,0.0248438,1.31543
-0.183242,0.0933398,1.36771
-0.182402,0.18123,1.33771
-0.127461,0.227227,1.29732
-0.104902,0.233711,1.14357
-0.0636719,0.187227,1.02396
0.0229883,0.160508,1.04434
0.0817188,0.16875,0.857129
0.130508,0.116309,0.658652
0.15959,0.0596484,0.597773
0.170996,0.0149414,0.558887
0.152012,-0.0463477,0.562383
0.120078,-0.0960156,0.671602
0.0658789,-0.0980469,0.806563
0.00109375,-0.0775781,0.951465
-0.0558008,-0.0433594,1.10676
-0.108555,-0.000996094,1.2218
-0.152754,0.0328125,1.31463
-0.180332,0.0978906,1.36984
-0.188086,0.186328,1.34248
-0.134609,0.236465,1.30229
-0.109492,0.243281,1.16826
-0.0751172,0.201875,1.01836
0.0167773,0.164277,1.04588
0.084375,0.177109,0.891992
0.1275,0.132148,0.671406
0.156855,0.0682031,0.597266
0.172266,0.0188086,0.557715
0.159434,-0.0463672,0.556328
0.12377,-0.101641,0.658418
0.0735547,-0.105566,0.798008
0.00996094,-0.0798047,0.941152
-0.0509375,-0.0469141,1.09875
-0.103594,-0.00267578,1.21904
-0.146582,0.0323047,1.31365
-0.171426,0.0919922,1.37623
-0.185703,0.179219,1.34293
-0.144707,0.22748,1.29877
-0.110156,0.240371,1.18537
-0.0778711,0.207773,1.01893
0.00943359,0.161758,1.0399
0.0785742,0.17418,0.918477
0.129414,0.135254,0.676992
0.158945,0.0655273,0.591953
0.177187,0.0166211,0.556211
0.163965,-0.0434961,0.546426
0.123066,-0.106836,0.640938
0.0687695,-0.113418,0.781523
0.0117188,-0.0856445,0.924629
-0.0468359,-0.0515625,1.08676
-0.101426,-0.0119336,1.21158
-0.142461,0.0235938,1.3066
-0.171914,0.0758594,1.37291
-0.192793,0.159551,1.35068
-0.154004,0.221875,1.2982
-0.106855,0.237441,1.21447
-0.0810352,0.21293,1.02666
-0.00224609,0.15418,1.01631
0.0846094,0.159531,0.952539
0.135605,0.138301,0.697012
0.165098,0.0636523,0.583691
0.180215,0.00542969,0.552012
0.168027,-0.0567187,0.539648
0.129297,-0.119746,0.621348
0.0763867,-0.129141,0.763086
0.0199219,-0.101758,0.909199
-0.0362891,-0.0683203,1.07631
-0.0949414,-0.0233594,1.20484
-0.139863,0.0105664,1.30812
-0.171504,0.0548633,1.3749
-0.196895,0.142656,1.35172
-0.170371,0.217285,1.2858
-0.105352,0.228457,1.23475
-0.0817578,0.214512,1.05459
-0.0181055,0.150566,0.97998
0.0826758,0.137539,0.988125
0.140566,0.138574,0.743906
0.176152,0.0591211,0.574648
0.19709,-0.0150586,0.543574
0.187227,-0.0786914,0.518516
0.146836,-0.148066,0.581953
0.0919336,-0.167715,0.728652
0.0349023,-0.141172,0.882773
-0.02625,-0.105098,1.05422
-0.0848437,-0.0646875,1.19967
-0.13002,-0.0360156,1.30402
-0.168262,-0.00105469,1.36469
-0.193008,0.0721289,1.35018
-0.184922,0.154297,1.2723
-0.111699,0.176289,1.22234
-0.0857617,0.174609,1.08918
-0.0362109,0.128984,0.952676
0.070293,0.108242,0.988027
0.135176,0.134434,0.807227
0.17418,0.080957,0.578281
0.184629,0.012832,0.527285
0.179473,-0.0355469,0.523965
0.138711,-0.10291,0.569258
0.0827734,-0.139785,0.713438
0.0306641,-0.113223,0.875254
-0.0295703,-0.0726758,1.04812
-0.092832,-0.0327344,1.20711
-0.137246,0.00322266,1.31814
-0.175039,0.0381445,1.37535
-0.202793,0.0998828,1.35951
-0.203809,0.179492,1.27398
-0.126406,0.202871,1.2208
-0.0847656,0.203223,1.1167
-0.0451172,0.159902,0.96623
0.0613086,0.121211,1.00072
0.129395,0.153301,0.84709
0.172578,0.113555,0.588359
0.185996,0.0382031,0.522168
0.184082,-0.0264062,0.516484
0.144063,-0.101074,0.550195
0.0889453,-0.142441,0.689004
0.0375,-0.121113,0.86541
-0.0226367,-0.0796875,1.04469
-0.0902148,-0.0328906,1.21361
-0.138867,0.0125,1.33102
-0.173281,0.0467578,1.39139
-0.196445,0.107988,1.37053
-0.192617,0.182246,1.28377
-0.120078,0.201094,1.22799
-0.0928516,0.190215,1.10516
-0.0380078,0.146621,0.982109
0.0655469,0.127734,1.01473
0.128613,0.159766,0.833301
0.168594,0.109512,0.593887
0.183086,0.0354883,0.53709
0.180371,-0.0260156,0.523008
0.142891,-0.0989063,0.554199
0.086582,-0.139844,0.687422
0.0335937,-0.119023,0.858711
-0.0204492,-0.0785547,1.0427
-0.0831055,-0.0354883,1.20877
-0.135215,0.00246094,1.3175
-0.164316,0.0376953,1.38236
-0.190117,0.102266,1.36543
-0.177266,0.169258,1.28703
-0.118535,0.184785,1.22295
-0.0968945,0.178691,1.07654
-0.0341211,0.127012,0.99293
0.0611328,0.12877,1.00828
0.122266,0.148535,0.791172
0.161484,0.0840234,0.595508
0.175898,0.0220703,0.553379
0.17582,-0.0346484,0.535215
0.136465,-0.110156,0.572891
0.0866016,-0.140508,0.703496
0.0316016,-0.118867,0.862441
-0.0207227,-0.0852344,1.0425
-0.0823828,-0.0441211,1.19674
-0.134512,-0.0144922,1.30088
-0.16416,0.0205859,1.37328
-0.191914,0.0992383,1.35877
-0.17709,0.163125,1.28314
-0.116973,0.176914,1.21779
-0.0947852,0.168379,1.0626
-0.0288281,0.114219,0.995098
0.0636328,0.126738,1.00174
0.126133,0.144004,0.77709
0.160352,0.0810352,0.601094
0.17252,0.0196289,0.561738
0.175098,-0.0376563,0.538398
0.141328,-0.106289,0.577695
0.0895117,-0.135,0.705352
0.0320312,-0.11416,0.86332
-0.0216016,-0.0797461,1.04002
-0.0775781,-0.0400781,1.18922
-0.1275,-0.0100391,1.28922
